Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
26,Yes,Travel_Rarely,323,Research & Development,21,3,Technical Degree,1,647,1,Male,41,3,3,Sales Executive,2,Single,13258,6559,4,Y,Yes,13,3,2,80,0,14,3,3,21,9,1,7
44,No,Travel_Frequently,1184,Research & Development,1,2,Life Sciences,1,1083,3,Male,72,2,5,Sales Executive,1,Single,2071,7369,2,Y,No,15,3,2,80,3,12,3,2,4,11,0,8
26,Yes,Travel_Rarely,814,Sales,2,4,Medical,1,1574,3,Female,78,3,1,Research Scientist,2,Single,2490,12322,1,Y,Yes,13,3,4,80,1,15,1,3,7,9,8,3
42,Yes,Non-Travel,1121,Sales,2,2,Medical,1,669,2,Female,76,3,2,Research Scientist,2,Single,2818,16441,0,Y,Yes,11,3,4,80,0,8,3,1,10,2,4,4
35,No,Travel_Frequently,1122,Research & Development,4,4,Medical,1,1728,2,Female,47,3,2,Laboratory Technician,1,Married,4019,15225,2,Y,No,13,3,3,80,3,12,0,3,10,0,0,7
23,No,Non-Travel,316,Research & Development,1,2,Life Sciences,1,1982,4,Female,73,2,2,Manager,4,Divorced,5922,8506,7,Y,No,11,3,2,80,0,13,2,4,0,2,1,2
39,No,Travel_Rarely,1150,Research & Development,23,2,Life Sciences,1,323,1,Female,55,2,1,Research Scientist,4,Married,16796,5724,7,Y,No,21,3,4,80,1,21,4,1,32,0,12,0
24,No,Travel_Rarely,430,Research & Development,2,4,Life Sciences,1,718,3,Male,45,2,1,Sales Representative,1,Divorced,1848,22156,4,Y,No,15,3,1,80,0,5,3,3,0,2,0,0
32,No,Travel_Rarely,372,Research & Development,5,3,Medical,1,1332,3,Female,87,2,1,Healthcare Representative,4,Married,5613,22144,4,Y,No,24,3,1,80,2,8,3,4,11,7,0,2
37,No,Travel_Frequently,1123,Research & Development,20,3,Medical,1,336,2,Female,92,2,1,Sales Executive,3,Married,6813,25478,1,Y,No,16,4,3,80,2,7,3,2,22,1,0,3
46,No,Travel_Rarely,510,Research & Development,3,5,Life Sciences,1,230,4,Female,67,3,2,Research Scientist,4,Married,6646,25842,3,Y,No,16,3,3,80,1,0,3,3,3,1,6,7
41,No,Non-Travel,639,Research & Development,5,3,Medical,1,1132,1,Female,73,2,4,Healthcare Representative,1,Single,11284,8827,1,Y,No,19,4,1,80,0,20,1,3,8,4,0,1
39,No,Travel_Frequently,1136,Research & Development,1,1,Life Sciences,1,1091,4,Male,32,4,1,Laboratory Technician,4,Single,4328,21235,1,Y,No,19,3,4,80,0,10,0,3,12,8,0,9
48,No,Travel_Frequently,479,Research & Development,14,4,Technical Degree,1,573,4,Male,100,3,1,Human Resources,4,Married,5731,12484,0,Y,No,17,3,2,80,1,33,2,2,6,8,4,2
25,No,Non-Travel,502,Research & Development,10,3,Medical,1,1457,2,Male,89,3,1,Laboratory Technician,4,Married,7802,21773,4,Y,Yes,22,3,1,80,2,11,2,2,0,1,0,7
38,No,Travel_Rarely,427,Research & Development,13,2,Medical,1,172,3,Female,92,3,2,Research Scientist,4,Single,5927,19352,9,Y,No,21,3,3,80,0,14,2,3,1,7,1,0
35,No,Travel_Rarely,700,Sales,2,2,Medical,1,1570,4,Male,99,2,1,Sales Executive,4,Single,17644,5291,1,Y,No,11,3,2,80,3,10,3,3,3,7,10,0
50,No,Travel_Frequently,299,Research & Development,10,1,Technical Degree,1,307,2,Male,63,3,2,Healthcare Representative,4,Married,12705,10396,1,Y,No,17,3,4,80,3,8,2,2,4,6,1,1
26,No,Travel_Frequently,921,Research & Development,2,4,Technical Degree,1,847,3,Male,83,3,2,Manufacturing Director,1,Married,1237,15005,2,Y,No,14,3,2,80,0,13,4,4,3,7,2,2
31,No,Travel_Rarely,144,Sales,21,1,Marketing,1,978,1,Male,79,3,2,Research Scientist,4,Married,18855,17750,1,Y,No,11,3,3,80,0,17,2,2,5,5,14,0
42,No,Non-Travel,728,Sales,14,2,Life Sciences,1,340,3,Male,100,3,1,Human Resources,2,Married,18878,7439,1,Y,No,13,3,2,80,2,15,3,3,3,6,0,9
43,No,Travel_Frequently,758,Research & Development,7,3,Marketing,1,1759,3,Male,54,3,1,Human Resources,4,Divorced,4526,22684,1,Y,Yes,21,3,2,80,0,7,2,3,7,1,0,9
42,No,Travel_Rarely,1054,Research & Development,4,1,Life Sciences,1,1867,1,Male,31,3,2,Laboratory Technician,4,Divorced,3546,4614,3,Y,No,12,3,3,80,0,7,1,4,3,0,2,8
41,No,Travel_Rarely,921,Sales,12,3,Life Sciences,1,960,4,Female,77,1,3,Sales Executive,3,Divorced,17594,26999,2,Y,No,19,4,3,80,1,7,2,3,1,1,0,2
57,No,Non-Travel,1055,Research & Development,1,3,Life Sciences,1,946,3,Male,46,3,2,Research Scientist,3,Married,4797,21418,2,Y,Yes,16,4,1,80,0,16,2,2,8,2,1,4
34,No,Travel_Rarely,762,Research & Development,8,2,Technical Degree,1,312,3,Male,100,2,2,Sales Executive,4,Single,3460,15727,1,Y,No,15,3,4,80,0,8,0,3,9,7,0,7
44,Yes,Travel_Rarely,291,Human Resources,29,1,Life Sciences,1,990,2,Male,80,3,1,Research Scientist,4,Divorced,1009,5123,0,Y,Yes,14,3,4,80,1,21,3,2,5,1,0,1
54,No,Non-Travel,1150,Research & Development,2,4,Medical,1,227,2,Female,100,2,1,Laboratory Technician,4,Married,4786,7228,4,Y,No,17,3,4,80,1,23,3,4,7,13,2,6
29,No,Travel_Rarely,190,Research & Development,5,3,Life Sciences,1,1496,3,Female,78,2,2,Sales Executive,1,Single,4565,9653,4,Y,No,12,4,1,80,1,3,4,2,13,1,0,2
31,No,Travel_Rarely,744,Research & Development,7,1,Medical,1,618,2,Female,100,1,2,Laboratory Technician,4,Married,10790,4294,7,Y,No,12,3,2,80,1,20,4,3,3,2,4,11
30,No,Travel_Rarely,180,Research & Development,1,3,Life Sciences,1,270,1,Male,92,2,1,Laboratory Technician,4,Single,1897,26691,2,Y,No,13,4,3,80,1,32,3,2,5,5,0,1
58,No,Travel_Rarely,304,Sales,7,4,Medical,1,1835,2,Female,93,3,5,Sales Executive,1,Single,4782,8174,0,Y,No,15,3,3,80,1,0,0,2,3,2,1,1
29,No,Travel_Rarely,1186,Sales,8,3,Life Sciences,1,1442,4,Male,44,3,1,Manager,2,Married,6670,19222,1,Y,No,12,3,3,80,1,3,6,2,8,1,3,1
42,No,Travel_Rarely,263,Research & Development,11,1,Life Sciences,1,1653,2,Female,50,3,2,Sales Executive,4,Married,3250,7349,0,Y,No,19,3,1,80,0,19,3,3,10,0,3,1
27,No,Travel_Rarely,1158,Research & Development,2,4,Life Sciences,1,186,4,Male,70,3,1,Sales Executive,3,Single,7903,22669,4,Y,No,11,3,3,80,3,21,2,3,3,7,0,9
35,No,Travel_Rarely,488,Research & Development,4,2,Life Sciences,1,770,3,Male,96,4,3,Research Director,4,Married,7052,13448,9,Y,No,19,3,1,80,1,12,0,3,9,2,1,14
53,No,Travel_Frequently,548,Research & Development,4,3,Life Sciences,1,263,2,Female,70,3,1,Laboratory Technician,1,Divorced,9207,2618,1,Y,No,19,3,3,80,1,6,0,2,9,4,0,8
53,No,Travel_Frequently,653,Research & Development,1,3,Medical,1,922,4,Male,34,4,1,Sales Executive,4,Married,1991,9540,0,Y,No,15,3,1,80,0,3,6,4,9,4,0,0
21,No,Travel_Rarely,418,Human Resources,29,4,Technical Degree,1,851,2,Male,71,2,2,Research Scientist,4,Married,4649,21893,1,Y,No,20,3,1,80,0,12,0,3,21,6,1,4
21,No,Travel_Rarely,1023,Research & Development,10,4,Technical Degree,1,1420,4,Male,66,3,2,Sales Executive,3,Single,2961,26999,4,Y,No,11,3,3,80,0,11,2,2,6,1,4,3
51,No,Travel_Rarely,875,Research & Development,24,4,Life Sciences,1,1624,3,Male,92,3,2,Laboratory Technician,3,Single,17208,16732,1,Y,Yes,12,3,1,80,0,5,3,3,7,1,0,0
36,No,Travel_Rarely,900,Research & Development,18,4,Life Sciences,1,710,3,Male,49,3,1,Manager,3,Divorced,2458,16848,6,Y,No,11,3,3,80,1,11,2,3,5,13,0,0
25,No,Travel_Rarely,1137,Research & Development,2,3,Marketing,1,865,1,Male,55,3,3,Laboratory Technician,3,Married,1009,20180,4,Y,No,14,3,3,80,1,23,3,3,3,3,6,4
32,No,Travel_Rarely,420,Sales,15,2,Technical Degree,1,1287,3,Female,35,3,2,Sales Executive,2,Single,4730,3593,1,Y,No,16,3,3,80,1,15,3,2,2,4,0,10
38,No,Travel_Frequently,867,Research & Development,29,3,Life Sciences,1,152,1,Male,77,2,2,Research Director,4,Divorced,6072,25946,8,Y,No,22,4,3,80,1,16,3,3,19,7,5,2
35,No,Travel_Rarely,179,Sales,1,4,Life Sciences,1,352,3,Male,78,3,1,Sales Executive,3,Single,16054,26770,3,Y,No,18,3,4,80,0,16,5,3,4,3,1,0
27,No,Travel_Rarely,1064,Sales,27,4,Life Sciences,1,1268,1,Female,37,2,1,Research Scientist,3,Married,2427,9412,4,Y,No,15,3,3,80,1,7,2,2,1,2,1,0
43,No,Travel_Frequently,1313,Research & Development,1,3,Life Sciences,1,338,2,Female,93,3,4,Manufacturing Director,3,Married,17829,10522,1,Y,Yes,11,3,2,80,0,12,2,3,9,4,0,0
57,No,Travel_Frequently,288,Research & Development,13,5,Medical,1,1656,2,Female,77,1,1,Sales Executive,3,Married,2629,5757,0,Y,No,13,3,3,80,0,3,3,3,4,2,1,1
52,Yes,Travel_Rarely,301,Sales,1,3,Marketing,1,1130,2,Female,33,3,4,Research Director,3,Single,6245,26524,4,Y,Yes,13,3,2,80,0,2,2,2,0,8,0,8
29,No,Travel_Frequently,1346,Research & Development,7,3,Marketing,1,363,2,Female,55,3,3,Laboratory Technician,3,Single,4147,22412,1,Y,No,18,3,1,80,2,0,2,4,4,7,2,3
41,No,Travel_Rarely,589,Research & Development,2,4,Life Sciences,1,280,2,Male,95,3,5,Sales Representative,3,Married,3414,18250,0,Y,No,11,3,1,80,1,4,3,4,7,2,0,2
36,No,Travel_Rarely,823,Research & Development,1,3,Life Sciences,1,1503,3,Male,89,2,3,Sales Executive,4,Divorced,3623,15439,8,Y,No,14,4,2,80,1,0,3,3,7,8,6,5
46,No,Travel_Frequently,790,Sales,18,2,Life Sciences,1,427,1,Female,67,4,2,Human Resources,4,Single,19042,23453,2,Y,Yes,12,4,1,80,1,15,4,3,10,8,2,11
31,No,Travel_Rarely,1499,Sales,17,2,Technical Degree,1,58,1,Female,97,4,3,Healthcare Representative,2,Divorced,10072,24382,1,Y,No,12,3,4,80,0,13,4,3,2,6,1,3
44,No,Travel_Rarely,1158,Research & Development,9,5,Life Sciences,1,1107,3,Female,45,3,1,Research Scientist,4,Divorced,3094,7120,0,Y,No,19,4,2,80,0,23,3,2,1,0,1,2
45,No,Travel_Rarely,550,Research & Development,5,3,Marketing,1,280,2,Male,96,2,2,Research Director,2,Married,3609,22639,6,Y,No,22,3,2,80,1,14,2,3,0,0,2,10
40,No,Travel_Rarely,1055,Research & Development,7,1,Life Sciences,1,506,4,Male,95,2,1,Sales Executive,1,Single,4041,15074,2,Y,No,16,4,1,80,1,13,2,4,2,10,9,5
32,No,Travel_Rarely,1127,Research & Development,2,4,Medical,1,338,3,Female,76,2,1,Sales Executive,3,Divorced,3042,26999,1,Y,No,15,3,1,80,1,16,4,3,12,3,0,0
30,No,Travel_Rarely,1244,Research & Development,2,4,Life Sciences,1,1212,4,Male,89,3,2,Sales Executive,2,Single,6625,18309,2,Y,No,11,3,4,80,0,5,2,3,17,8,0,12
29,No,Travel_Rarely,120,Research & Development,8,1,Medical,1,942,4,Male,30,3,1,Healthcare Representative,4,Married,2787,3062,2,Y,No,14,4,4,80,0,1,2,3,3,3,5,6
26,No,Travel_Frequently,505,Research & Development,13,3,Medical,1,546,3,Female,69,3,1,Research Director,2,Divorced,5626,5670,5,Y,No,11,3,3,80,0,3,2,4,6,2,3,8
23,Yes,Travel_Rarely,561,Sales,13,4,Life Sciences,1,1644,2,Male,65,1,1,Sales Representative,1,Married,3241,25311,7,Y,Yes,13,4,4,80,1,15,2,3,2,3,2,6
22,No,Non-Travel,1253,Research & Development,21,4,Medical,1,1741,3,Female,82,2,4,Sales Executive,1,Married,3123,3978,3,Y,No,12,3,2,80,0,9,6,2,6,2,1,10
29,No,Travel_Rarely,280,Sales,8,3,Life Sciences,1,1517,1,Female,37,3,2,Research Scientist,4,Single,1597,19409,3,Y,No,20,3,1,80,1,14,3,1,3,7,1,0
28,No,Travel_Frequently,922,Sales,6,3,Life Sciences,1,617,1,Male,76,3,2,Healthcare Representative,1,Divorced,3429,23907,1,Y,No,13,3,1,80,3,6,3,3,4,0,2,2
29,No,Travel_Rarely,338,Sales,6,2,Other,1,1232,4,Female,87,3,2,Manufacturing Director,4,Divorced,10880,7965,3,Y,No,22,3,3,80,1,14,3,3,4,7,1,7
41,No,Travel_Rarely,586,Research & Development,3,4,Human Resources,1,1682,1,Male,43,3,3,Laboratory Technician,3,Married,9656,2769,0,Y,No,11,3,4,80,0,18,3,3,4,3,1,2
47,Yes,Travel_Rarely,1121,Research & Development,10,3,Life Sciences,1,203,2,Female,72,2,2,Manager,3,Single,1009,9410,0,Y,Yes,11,3,2,80,0,20,6,3,8,2,0,4
30,No,Travel_Frequently,1380,Research & Development,4,3,Life Sciences,1,1770,3,Male,85,1,1,Sales Representative,1,Married,2492,6941,2,Y,No,15,3,1,80,1,21,3,3,1,8,0,7
45,No,Travel_Rarely,102,Human Resources,6,3,Marketing,1,1390,1,Male,49,3,1,Human Resources,3,Single,13939,13566,7,Y,Yes,25,3,4,80,1,33,3,3,12,5,4,0
35,No,Travel_Rarely,994,Sales,6,4,Life Sciences,1,807,4,Male,60,3,2,Research Scientist,4,Single,4578,7223,4,Y,No,20,3,3,80,1,17,2,3,4,0,0,0
53,No,Non-Travel,1286,Sales,5,3,Life Sciences,1,693,4,Male,54,3,1,Sales Executive,2,Divorced,6839,18370,3,Y,No,18,4,3,80,1,2,4,4,2,13,0,11
54,No,Travel_Rarely,171,Sales,4,4,Life Sciences,1,504,3,Male,81,3,2,Laboratory Technician,4,Single,2177,26999,1,Y,No,16,3,4,80,0,21,3,3,0,1,2,0
26,No,Travel_Rarely,1112,Research & Development,1,4,Medical,1,1152,4,Female,61,2,3,Laboratory Technician,3,Divorced,7497,16601,1,Y,No,13,3,3,80,1,10,0,3,8,7,0,1
35,No,Travel_Frequently,643,Sales,29,1,Life Sciences,1,842,3,Male,49,3,2,Laboratory Technician,4,Divorced,5006,4687,1,Y,No,23,3,4,80,1,15,3,3,13,2,6,2
56,No,Travel_Rarely,638,Human Resources,4,3,Marketing,1,1210,2,Female,81,3,1,Research Scientist,4,Single,5567,12981,2,Y,No,13,4,2,80,0,25,4,3,0,7,1,11
44,Yes,Travel_Rarely,1125,Research & Development,21,2,Medical,1,532,1,Female,85,4,1,Human Resources,3,Single,1970,25617,3,Y,Yes,13,3,2,80,1,9,3,4,6,3,1,1
26,Yes,Travel_Rarely,1307,Sales,3,2,Medical,1,1304,1,Female,68,3,1,Laboratory Technician,3,Single,3789,5409,6,Y,Yes,12,3,4,80,0,7,3,3,7,6,0,7
54,No,Travel_Rarely,1427,Sales,17,3,Life Sciences,1,1553,3,Male,42,3,3,Laboratory Technician,4,Married,12383,22753,9,Y,Yes,19,3,1,80,1,7,3,3,3,6,0,0
60,No,Travel_Rarely,613,Research & Development,1,2,Medical,1,315,3,Male,96,4,1,Sales Executive,2,Married,4671,17969,2,Y,No,11,3,4,80,2,0,3,3,17,1,0,1
27,No,Travel_Frequently,199,Research & Development,13,5,Medical,1,1910,4,Female,58,2,2,Sales Executive,4,Married,14608,8864,1,Y,No,11,3,4,80,1,2,3,3,6,2,0,6
23,No,Travel_Rarely,1212,Research & Development,3,1,Life Sciences,1,1498,1,Male,94,3,2,Sales Executive,4,Married,11157,25657,3,Y,No,12,3,4,80,2,28,3,3,7,7,0,11
26,No,Travel_Frequently,112,Sales,27,2,Other,1,768,3,Male,73,4,1,Research Scientist,3,Married,1546,8968,3,Y,No,18,4,1,80,1,27,3,3,7,3,1,1
37,No,Travel_Rarely,518,Research & Development,7,1,Life Sciences,1,376,2,Female,44,3,2,Laboratory Technician,3,Divorced,6917,11477,3,Y,Yes,15,3,4,80,3,12,2,3,11,7,2,2
40,No,Travel_Frequently,332,Research & Development,10,3,Life Sciences,1,995,1,Male,58,3,2,Laboratory Technician,1,Married,6439,5977,0,Y,No,25,3,2,80,1,13,6,2,7,4,0,8
37,No,Travel_Rarely,553,Research & Development,1,3,Life Sciences,1,1030,4,Male,94,3,2,Sales Executive,4,Single,3116,17741,1,Y,No,12,3,2,80,1,15,2,2,4,6,6,0
23,No,Travel_Rarely,359,Sales,3,1,Life Sciences,1,126,4,Female,48,3,2,Manufacturing Director,1,Married,1357,6737,2,Y,No,19,3,4,80,1,8,3,2,3,7,0,8
29,No,Travel_Rarely,130,Research & Development,3,2,Life Sciences,1,635,3,Female,64,2,1,Sales Representative,1,Married,4809,15975,1,Y,No,12,4,3,80,0,9,2,4,16,3,0,2
33,No,Non-Travel,708,Research & Development,15,4,Medical,1,936,4,Female,55,3,1,Sales Executive,2,Divorced,9181,15902,7,Y,Yes,13,3,4,80,1,31,2,2,3,4,7,0
31,No,Travel_Frequently,1275,Research & Development,7,2,Other,1,376,4,Male,35,3,1,Research Director,4,Married,5680,6480,8,Y,No,18,3,3,80,2,4,2,2,22,1,2,2
45,No,Travel_Rarely,483,Research & Development,1,1,Technical Degree,1,597,3,Male,80,2,2,Laboratory Technician,1,Married,7315,22657,1,Y,Yes,12,3,3,80,0,28,1,3,5,3,1,8
48,No,Travel_Rarely,782,Research & Development,3,4,Medical,1,1870,1,Female,32,3,2,Manager,2,Married,16656,26999,6,Y,No,14,3,3,80,1,8,2,4,1,0,1,4
39,Yes,Travel_Rarely,1083,Sales,1,4,Life Sciences,1,886,1,Female,43,2,3,Sales Executive,1,Divorced,4776,12457,1,Y,Yes,18,3,1,80,1,6,3,1,3,3,3,8
24,No,Travel_Rarely,121,Human Resources,8,3,Marketing,1,375,1,Female,67,3,1,Sales Executive,2,Single,1851,8808,5,Y,No,17,3,4,80,1,31,2,3,33,0,6,0
44,Yes,Travel_Rarely,390,Sales,3,4,Life Sciences,1,1534,2,Male,70,3,2,Sales Executive,1,Divorced,3151,26999,1,Y,Yes,16,3,1,80,0,5,2,3,6,2,1,11
42,Yes,Travel_Rarely,230,Sales,6,3,Technical Degree,1,145,2,Male,61,2,1,Research Scientist,1,Single,6537,17999,3,Y,Yes,12,4,2,80,0,5,3,3,1,1,0,3
28,Yes,Travel_Frequently,691,Sales,9,4,Life Sciences,1,2060,1,Male,48,3,2,Sales Executive,1,Divorced,3822,13095,1,Y,Yes,17,3,4,80,0,7,5,2,1,2,0,2
39,No,Travel_Rarely,343,Research & Development,4,3,Marketing,1,43,3,Female,50,3,2,Laboratory Technician,3,Divorced,9413,17112,7,Y,No,18,3,1,80,0,4,2,2,7,3,0,2
29,No,Travel_Rarely,1222,Sales,2,2,Medical,1,272,3,Male,36,2,1,Healthcare Representative,4,Single,3457,5744,2,Y,No,11,3,3,80,1,0,1,3,5,0,1,4
19,No,Travel_Rarely,564,Research & Development,2,2,Technical Degree,1,1433,3,Male,92,2,3,Laboratory Technician,4,Married,15051,4885,5,Y,Yes,12,3,2,80,0,4,2,3,6,2,2,0
31,No,Travel_Rarely,1434,Research & Development,1,3,Life Sciences,1,412,3,Female,40,3,4,Manufacturing Director,4,Married,6611,13803,6,Y,Yes,11,3,2,80,1,3,2,2,4,2,2,0
34,No,Travel_Rarely,831,Sales,11,3,Life Sciences,1,1338,4,Male,59,3,3,Sales Executive,4,Married,7055,20088,8,Y,No,22,3,2,80,1,2,2,3,7,2,1,0
38,No,Non-Travel,1055,Sales,1,4,Technical Degree,1,1252,2,Male,98,4,2,Research Scientist,2,Married,15486,11295,4,Y,Yes,15,3,1,80,1,6,2,3,9,7,15,6
49,No,Travel_Rarely,1146,Sales,19,3,Life Sciences,1,1800,2,Female,76,3,4,Sales Executive,1,Married,5812,6694,3,Y,No,11,4,3,80,1,12,1,3,6,1,5,6
35,Yes,Travel_Rarely,457,Research & Development,19,1,Medical,1,1280,4,Female,76,3,2,Sales Executive,2,Married,8900,3954,4,Y,Yes,22,3,2,80,0,7,2,3,2,2,1,4
36,No,Travel_Rarely,480,Research & Development,5,1,Medical,1,653,2,Female,100,1,3,Research Scientist,3,Married,2101,24235,3,Y,No,18,3,2,80,1,7,3,3,3,4,12,2
24,No,Travel_Rarely,691,Sales,4,1,Technical Degree,1,674,1,Male,30,2,2,Sales Executive,3,Single,7159,8104,1,Y,No,18,4,4,80,0,6,3,3,2,0,7,2
44,No,Travel_Rarely,1033,Research & Development,28,3,Medical,1,1759,2,Female,37,3,1,Manufacturing Director,3,Married,7794,24303,1,Y,No,11,3,1,80,1,25,3,3,2,7,0,0
30,No,Travel_Rarely,876,Research & Development,6,2,Life Sciences,1,639,2,Male,66,3,2,Laboratory Technician,3,Single,6279,5649,0,Y,No,15,3,3,80,1,11,2,3,5,2,2,4
40,No,Travel_Rarely,837,Research & Development,21,4,Life Sciences,1,2023,4,Male,38,4,2,Research Scientist,3,Married,4895,15691,3,Y,No,20,3,4,80,2,8,3,3,3,7,0,2
31,No,Travel_Rarely,448,Research & Development,8,1,Marketing,1,55,2,Female,81,3,2,Manager,3,Married,2647,21195,5,Y,No,14,4,2,80,0,5,2,3,2,2,1,4
32,No,Travel_Rarely,1226,Human Resources,20,3,Life Sciences,1,1425,4,Male,81,3,2,Sales Executive,1,Single,4425,21176,1,Y,No,11,3,4,80,1,11,3,3,9,8,4,2
27,Yes,Travel_Frequently,735,Sales,3,4,Life Sciences,1,394,3,Male,59,3,2,Manufacturing Director,3,Single,7111,6763,3,Y,Yes,12,4,1,80,0,13,3,3,8,2,1,8
33,No,Travel_Rarely,1168,Research & Development,3,3,Life Sciences,1,1721,3,Female,60,3,1,Research Scientist,1,Single,19294,12997,2,Y,No,25,3,1,80,1,7,2,3,5,1,0,0
52,No,Travel_Frequently,770,Research & Development,11,5,Marketing,1,920,2,Male,50,2,5,Sales Representative,3,Divorced,3471,17832,6,Y,No,17,3,2,80,1,10,2,1,12,0,1,0
27,No,Travel_Rarely,927,Research & Development,5,4,Medical,1,1826,4,Female,38,2,2,Research Scientist,1,Married,6341,16009,1,Y,No,11,3,3,80,0,6,3,3,2,1,6,0
31,No,Travel_Frequently,1162,Research & Development,1,2,Medical,1,987,3,Male,67,2,2,Research Scientist,3,Single,5442,15689,0,Y,Yes,18,3,4,80,0,38,4,3,10,8,0,2
27,No,Non-Travel,521,Research & Development,24,4,Life Sciences,1,362,3,Male,32,3,2,Sales Executive,2,Married,6363,16842,1,Y,Yes,23,4,4,80,1,37,3,4,3,6,8,2
40,No,Travel_Frequently,809,Sales,7,3,Life Sciences,1,237,4,Female,84,2,1,Laboratory Technician,4,Divorced,4014,13666,7,Y,No,16,4,3,80,0,2,0,3,0,8,1,6
41,No,Travel_Rarely,1118,Research & Development,24,4,Life Sciences,1,1912,4,Female,69,3,2,Human Resources,4,Married,1999,18632,4,Y,No,11,3,4,80,1,21,2,2,8,2,0,2
51,No,Travel_Frequently,908,Research & Development,24,3,Life Sciences,1,434,4,Male,74,1,2,Research Scientist,2,Divorced,11625,4712,8,Y,No,19,3,3,80,0,20,2,2,3,3,0,2
24,No,Travel_Rarely,1042,Research & Development,3,3,Life Sciences,1,1747,3,Female,39,3,1,Sales Representative,1,Married,3462,23766,6,Y,No,11,3,1,80,1,16,2,3,37,1,7,5
44,No,Travel_Frequently,740,Sales,1,5,Life Sciences,1,438,3,Male,83,2,1,Research Scientist,4,Married,2583,12946,1,Y,Yes,11,4,2,80,1,11,3,2,13,0,0,8
42,No,Travel_Rarely,798,Research & Development,4,3,Technical Degree,1,1847,4,Male,34,2,4,Manager,1,Married,19069,23380,8,Y,Yes,13,3,4,80,1,9,3,3,19,10,5,1
31,Yes,Travel_Rarely,421,Research & Development,8,3,Life Sciences,1,1616,4,Male,71,3,2,Manufacturing Director,3,Single,5622,15725,1,Y,Yes,14,4,2,80,1,10,2,3,5,7,2,4
42,No,Travel_Rarely,1370,Sales,8,1,Life Sciences,1,35,1,Female,68,3,2,Research Scientist,4,Married,6036,12886,0,Y,Yes,13,3,3,80,0,32,4,3,7,1,0,7
40,No,Travel_Rarely,1002,Research & Development,5,4,Life Sciences,1,1135,3,Male,82,2,2,Laboratory Technician,1,Single,4718,5768,0,Y,No,12,3,1,80,0,7,4,3,0,4,11,2
45,No,Travel_Rarely,719,Sales,6,3,Life Sciences,1,557,2,Female,96,2,1,Research Scientist,4,Married,3287,17966,3,Y,No,14,3,1,80,0,33,2,3,0,5,0,3
39,No,Non-Travel,1499,Sales,4,3,Life Sciences,1,183,2,Female,54,3,4,Laboratory Technician,4,Single,4306,16121,1,Y,No,20,3,4,80,0,25,2,3,11,1,0,7
25,No,Travel_Frequently,1058,Research & Development,1,4,Life Sciences,1,944,4,Female,66,2,2,Manager,3,Married,13150,6041,1,Y,No,21,3,3,80,0,7,3,3,3,3,7,2
38,No,Travel_Rarely,941,Research & Development,6,4,Medical,1,1305,4,Female,91,3,2,Healthcare Representative,3,Single,17683,18485,3,Y,No,23,3,4,80,0,3,0,1,2,1,1,0
36,Yes,Non-Travel,536,Sales,8,3,Marketing,1,1073,3,Female,57,3,4,Research Scientist,3,Single,3352,23427,1,Y,Yes,17,3,2,80,1,12,6,2,7,6,0,3
40,No,Travel_Rarely,488,Research & Development,5,4,Life Sciences,1,1355,2,Female,34,3,1,Healthcare Representative,4,Married,4356,2094,7,Y,No,14,3,3,80,0,5,3,2,0,2,0,2
49,No,Travel_Rarely,1300,Research & Development,8,1,Medical,1,1395,4,Male,97,3,1,Research Director,3,Divorced,7558,25906,1,Y,No,11,3,4,80,3,13,2,3,11,2,0,9
36,No,Travel_Rarely,985,Sales,5,4,Life Sciences,1,1923,3,Male,68,2,1,Manager,1,Single,4714,6691,1,Y,No,13,3,3,80,0,20,5,3,11,9,3,6
27,No,Non-Travel,512,Sales,8,2,Medical,1,1091,2,Female,89,3,1,Human Resources,1,Married,7068,8108,6,Y,No,14,3,3,80,0,6,3,3,9,2,0,2
36,No,Travel_Rarely,488,Research & Development,27,3,Medical,1,412,4,Male,73,3,1,Manufacturing Director,3,Divorced,5074,7828,0,Y,No,12,3,4,80,0,12,2,3,25,7,8,1
20,Yes,Non-Travel,1061,Research & Development,1,1,Marketing,1,1554,2,Female,44,3,1,Research Scientist,1,Married,8167,5626,9,Y,Yes,12,3,1,80,2,12,5,3,7,0,1,0
53,No,Travel_Frequently,829,Sales,23,4,Life Sciences,1,254,3,Male,45,3,2,Healthcare Representative,3,Married,1009,20354,8,Y,No,21,3,3,80,0,8,4,3,6,0,0,0
34,No,Travel_Frequently,102,Research & Development,6,4,Medical,1,1292,4,Female,70,3,3,Sales Executive,3,Married,3435,9577,1,Y,No,11,3,3,80,1,17,2,3,3,2,0,15
44,No,Travel_Rarely,1304,Sales,2,3,Life Sciences,1,439,1,Female,86,3,1,Research Scientist,4,Married,6988,24393,1,Y,No,18,3,4,80,0,28,3,1,4,8,0,8
